Stations_id, von_datum,bis_datum,Stationshoehe, geoBreite,geoLaenge ,Stationsname, Bundesland, Abgabe
1248,19410101,20241030,491,49.353,11.8712,Ensdorf/Oberpfalz -Hirschwald,Bayern,Frei
1250,19781101,19841231,530,48.25,8.6333,Epfendorf-Butschhof,Baden-Württemberg,Frei
1251,19510101,20241030,382,49.1313,7.5081,"Schweix, Kr. Südwestpfalz",Rheinland-Pfalz,Frei
1252,19450801,20241030,449,50.8036,13.2407,Eppendorf,Sachsen,Frei
1253,20080320,20241030,286,50.426,7.9395,Nentershausen (KA),Rheinland-Pfalz,
1254,19310101,20021130,210,49.1307,8.9165,Eppingen,Baden-Württemberg,Frei
1255,19310101,20241030,226,49.1661,8.8483,Eppingen-Elsenz,Baden-Württemberg,Frei
1256,19410101,20241030,531,48.1994,10.5108,Eppishausen-Haselbach,Bayern,Frei
1257,19310101,19970131,230,50.1438,8.3982,Eppstein,Hessen,Frei
1258,19510101,20070430,580,48.3457,9.8133,Erbach-Ringingen,Baden-Württemberg,Frei
1259,19310101,20241026,490,49.8286,12.0622,Krummennaab-Sassenhof,Bayern,Frei
1262,19920517,20241030,446,48.3477,11.8134,München-Flughafen,Bayern,Frei
1264,19310101,20241030,477,48.3324,11.2982,Erdweg,Bayern,Frei
1265,19310101,20051231,590,48.0941,11.0437,Eresing (Sankt Ottilien),Bayern,Frei
1266,19310101,20241030,18,54.2992,9.3162,Erfde,Schleswig-Holstein,Frei
1267,19410101,19961231,106,50.7813,6.819,Erftstadt-Bliesheim,Nordrhein-Westfalen,Frei
1268,19830101,19981231,208,50.9644,11.033,Erfurt-Löbervorstadt,Thüringen,Frei
1269,19460501,19931231,230,50.9667,11.0167,Erfurt (Süd),Thüringen,Frei
1270,19510101,20241030,316,50.9829,10.9608,Erfurt-Weimar,Thüringen,Frei
1271,18880201,20061231,292,50.956,10.9065,Erfurt-Frienstedt,Thüringen,Frei
1272,19690101,20021231,180,51.0087,11.0098,Erfurt (Nord),Thüringen,Frei
1273,19510101,19950731,455,48.5993,12.0971,Ergolding-Pfarrkofen,Bayern,Frei
1274,18990101,20051231,450,48.6662,12.1766,Ergoldsbach-Kläham,Bayern,Frei
1275,19670401,20000930,340,48.3008,13.1398,Ering,Bayern,Frei
1276,19800801,20021231,408,47.6358,9.5392,Eriskirch-Mariabrunn,Baden-Württemberg,Frei
1277,19410101,20241030,92,51.0713,6.3278,Erkelenz,Nordrhein-Westfalen,Frei
1278,20071201,20241030,163,52.2449,10.7182,Cremlingen-Destedt,Niedersachsen,Frei
1279,18910101,20241030,268,49.6497,11.0075,Möhrendorf-Kleinseebach,Bayern,Frei
1280,19470604,19531230,280,49.5692,10.9929,Erlangen-Bruck,Bayern,Frei
1282,18840101,20241030,565,50.3043,12.3834,Erlbach-Eubabrunn,Sachsen,Frei
1283,19410101,20241030,500,51.0149,8.2824,Erndtebrück-Birkelbach,Nordrhein-Westfalen,Frei
1284,19510101,19701230,335,49.7,9.5,Ernsthof,Baden-Württemberg,Frei
1285,19780101,19800831,588,48.3333,9.8333,Erstetten,Baden-Württemberg,Frei
1286,19470101,20021231,141,52.2175,11.2483,Erxleben,Sachsen-Anhalt,Frei
1287,19911201,20060831,198,49.8589,9.2861,Eschau-Hobbach,Bayern,Frei
1288,19410101,19901231,378,49.8306,9.3564,Eschau-Wildensee,Bayern,Frei
1290,19310101,20241030,716,48.1868,8.4672,Eschbronn-Mariazell,Baden-Württemberg,Frei
1291,19310101,20060630,76,52.7388,10.2301,Eschede,Niedersachsen,Frei
1292,19670101,20060430,470,49.7522,11.8222,Eschenbach/Oberpfalz,Bayern,Frei
1293,19410101,20080630,530,50.8013,8.3807,Eschenburg-Hirzenhain,Hessen,Frei
1294,19310101,20051231,636,47.601,11.1879,Eschenlohe,Bayern,Frei
1296,19510101,20061231,360,51.3333,9.6667,Escherode,Niedersachsen,Frei
1297,19470901,20241030,156,51.2041,10.0138,Eschwege,Hessen,Frei
1298,19510101,20241030,113,50.8306,6.333,Eschweiler-Weisweiler,Nordrhein-Westfalen,Frei
1299,19410101,19991031,3,53.6476,7.6085,Esens,Niedersachsen,Frei
1300,19380101,20241030,351,51.254,8.1565,Eslohe,Nordrhein-Westfalen,Frei
1301,19410101,20241001,247,51.3945,9.46,Espenau-Mönchehof,Hessen,Frei
1302,19510101,20121231,100,51.4484,7.0211,Essen (Ruhrhaus),Nordrhein-Westfalen,Frei
1303,19350101,20241030,150,51.4041,6.9677,Essen-Bredeney,Nordrhein-Westfalen,Frei
1304,19310101,20241030,48,52.3345,8.3877,"Essen-Brockhausen, Bad",Niedersachsen,Frei
1305,19710101,20241030,34,52.7584,8.0223,"Essen-Calhorn, Kreis Cloppenburg",Niedersachsen,Frei
1307,19410101,19810228,37,51.5,6.9167,Essen-Dellwig,Nordrhein-Westfalen,Frei
1308,19510101,19861231,110,51.45,7.1167,Essen-Steele-Haferfeld,Nordrhein-Westfalen,Frei
1309,19410101,20241030,389,48.6118,12.2163,Essenbach,Bayern,Frei
1310,19410101,19751231,46,52.4667,8.7667,Essern,Niedersachsen,Frei
1311,19510101,20151231,310,48.7447,9.3251,Esslingen/Neckar,Baden-Württemberg,Frei
1312,18990101,20000630,871,47.5647,11.1009,Ettal,Bayern,Frei
1313,20031022,20241030,938,47.5695,10.9564,Ettal-Linderhof,Bayern,
1314,19470101,20061231,330,51.0334,11.2753,Ettersburg,Thüringen,Frei
1315,19410101,20101108,118,48.9246,8.3824,Ettlingen-Ettlingenweier,Baden-Württemberg,Frei
1317,19480101,20241030,230,51.4945,10.5881,Friedrichsthal,Thüringen,Frei
1318,19410101,20051231,425,49.5275,11.585,Etzelwang,Bayern,Frei
1319,19310101,20060228,215,51.4667,10.1667,Etzenborn,Niedersachsen,Frei
1320,19460101,20241030,137,51.261,11.1754,Etzleben,Thüringen,Frei
1321,19510101,19651230,248,50.7667,9.2833,Eudorf,Hessen,Frei
1322,19410101,20241030,279,50.0601,10.0918,Euerbach-Sömmersdorf,Bayern,Frei
1323,19510101,19931231,195,50.1496,10.0216,Euerdorf,Bayern,Frei
1325,19410101,20241030,524,48.3299,11.1325,Eurasburg-Freienried,Bayern,Frei
1326,19950101,20041231,610,47.7947,11.4036,Eurasburg/Oberbayern-Quarzbichl,Bayern,Frei
1327,19050101,20241030,147,50.7119,6.7905,Weilerswist-Lommersum,Nordrhein-Westfalen,Frei
1328,19310101,20051231,210,50.0167,9.8802,Eußenheim-Hundsbach,Bayern,Frei
1329,19310101,20031231,50,54.134,10.5865,Eutin,Schleswig-Holstein,Frei
1330,19410101,19951231,250,52.1011,9.1345,Extertal-Meierberg,Nordrhein-Westfalen,Frei
1332,19410101,20241030,471,48.4832,12.7241,"Falkenberg,Kr.Rottal-Inn",Bayern,Frei
1333,19830601,20241030,540,50.4683,12.3783,Falkenstein/Weiße Göltzsch,Sachsen,Frei
1334,19310101,20050831,562,49.0979,12.4868,"Falkenstein, Kreis Cham",Bayern,Frei
1335,19410101,20041231,440,49.6097,7.8741,Falkenstein/Pfalz,Rheinland-Pfalz,Frei
1336,19410101,20241030,67,52.8568,9.6756,"Fallingbostel, Bad",Niedersachsen,Frei
1337,19410101,20061231,51,52.9068,9.7805,Fallingbostel-Dorfmark,Niedersachsen,Frei
1340,19470312,20071231,340,51.1945,10.2591,Faulungen,Thüringen,Frei
1342,18931101,20051231,40,52.8053,12.7839,Fehrbellin,Brandenburg,Frei
1343,20050801,20241030,476,47.7956,12.0161,"Feilnbach,Bad",Bayern,
1345,18990731,20051231,92,53.3346,13.4371,Feldberg,Mecklenburg-Vorpommern,Frei
1346,19410101,20241030,1486,47.8748,8.0038,Feldberg/Schwarzwald,Baden-Württemberg,Frei
1347,19800201,19870131,962,47.8555,8.1155,Feldberg-Altglashütten,Baden-Württemberg,Frei
1349,19310101,19991231,529,47.8744,11.8705,Feldkirchen-Westerham -Vagen,Bayern,Frei
1350,19690101,20241030,48,52.0997,13.0016,Felgentreu,Brandenburg,Frei
1351,19410101,20241030,286,48.8122,9.2721,Fellbach,Baden-Württemberg,Frei
1352,19510101,19970630,260,51.1145,9.4622,Felsberg-Beuern,Hessen,Frei
1353,19740101,20021231,58,52.3255,12.8991,Ferch,Brandenburg,Frei
1356,19310101,20051231,458,49.1673,10.3352,Feuchtwangen,Bayern,Frei
1357,19410101,20241030,655,49.9807,11.8376,Fichtelberg/Oberfranken-Hüttstadl,Bayern,Frei
1358,18900801,20241030,1213,50.4283,12.9536,Fichtelberg,Sachsen,Frei
1360,19690301,20051231,68,52.2767,12.8952,Fichtenwalde,Brandenburg,Frei
1361,19690101,20051031,145,51.554,11.7846,Fienstedt,Sachsen-Anhalt,Frei
1362,19740101,20051231,29,53.9401,12.7819,Finkenthal,Mecklenburg-Vorpommern,Frei
1363,19500101,20231029,342,51.1723,7.988,Finnentrop-Weringhausen,Nordrhein-Westfalen,Frei
1364,19510101,20021231,230,51.1959,7.9597,Finnentrop-Lenhausen,Nordrhein-Westfalen,Frei
1365,19410101,20241030,434,48.6414,10.4895,Finningen (Brunnenmühle),Bayern,Frei
1366,20060101,20241030,498,48.2213,11.7989,Finsing,Bayern,
1368,19710101,19951231,715,50.8333,10.55,Finsterbergen (Spießberg),Thüringen,Frei
1369,18970517,20241030,107,51.6319,13.7168,Finsterwalde,Brandenburg,Frei
1370,19510101,20051231,853,47.7147,11.9644,Fischbachau-Birkenstein,Bayern,Frei
1371,19310101,20051231,771,47.7613,11.9169,Fischbachau-Schreiern,Bayern,Frei
1372,19510101,20021031,757,47.4608,10.2696,Fischen,Bayern,Frei
1373,19240101,19901231,780,47.7,11.8833,Fischhausen bei Schliersee,Bayern,Frei
1374,19310101,20241030,366,50.505,10.1668,Fladungen-Heufurt,Bayern,Frei
1375,19690101,20061231,100,52.33,11.2422,Flechtingen,Sachsen-Anhalt,Frei
1376,19610101,20171231,50,53.4185,9.9916,Fleestedt,Niedersachsen,Frei
1377,19510101,20061231,35,52.7916,11.3797,Fleetmark,Sachsen-Anhalt,Frei
1378,19850701,20061231,45,54.8086,9.4182,Flensburg,Schleswig-Holstein,Frei
1379,19570101,20061231,41,54.7737,9.3753,Flensburg (Schäferhaus),Schleswig-Holstein,Frei
1380,19410101,19561230,19,54.8147,9.458,Flensburg-Mürwik,Schleswig-Holstein,Frei
1381,19690101,19901231,40,53.1667,13.8167,Flieth,Brandenburg,Frei
1382,19510101,20241030,1099,47.6997,12.1163,Flintsbach/Inn-Asten,Bayern,Frei
1383,19450401,19961231,270,50.8544,13.0714,Flöha,Sachsen,Frei
1384,19510101,20241030,424,50.1346,9.4084,Flörsbachtal-Flörsbach,Hessen,Frei
1385,19410101,19851231,327,50.1188,9.4728,Flörsbachtal-Lohrhaupte,Hessen,Frei
1386,19860601,19991231,460,50.1085,9.4039,Flörsbachtal-Mosborn,Hessen,Frei
1387,19450401,19920831,164,51.1231,12.5862,Flößberg,Sachsen,Frei
1388,19480101,20061231,381,50.7555,10.4915,Floh,Thüringen,Frei
1390,19510101,20020430,160,49.782,8.0363,Flonheim,Rheinland-Pfalz,Frei
1391,19510101,20241001,518,49.7209,12.2916,Floß,Bayern,Frei
1392,19871001,20241030,621,49.7316,12.3489,Flossenbürg,Bayern,Frei
1393,18910101,20031231,660,48.299,8.4904,Fluorn-Winzeln,Baden-Württemberg,Frei
1394,19781001,19950331,5,54.3333,9.5,Föhrden,Schleswig-Holstein,Frei
1395,18890201,20031231,750,48.658,8.2682,Forbach-Herrenwies,Baden-Württemberg,Frei
1396,19120101,20031231,200,48.7273,8.3558,Weisenbach,Baden-Württemberg,Frei
1397,19460801,20241030,464,50.724,13.2687,Pockau-Forchheim,Sachsen,Frei
1398,19310101,20120430,257,49.7225,11.0554,Forchheim/Oberfranken,Bayern,Frei
1399,19410101,19970228,204,49.2808,9.48,Forchtenberg-Sindringen,Baden-Württemberg,Frei
1400,18970618,20051231,77,51.7359,14.6384,Forst/Lausitz,Brandenburg,Frei
1401,19410101,20241030,508,48.1723,11.9061,Forstinning,Bayern,Frei
1403,19310101,20051231,260,50.0616,9.455,Frammersbach,Bayern,Frei
1404,19310101,20241030,351,51.1061,8.9209,Frankenau,Hessen,Frei
1405,19410101,20041231,305,51.0909,8.7993,Frankenberg/Eder -Schreufa,Hessen,Frei
1406,19510101,19971031,370,51.0262,8.8501,Frankenberg/Eder -Willersdorf,Hessen,Frei
1408,19790101,20241028,588,50.7369,10.7658,Frankenhain/Lütsche,Thüringen,Frei
1409,19310101,20031231,458,49.0826,9.9788,Frankenhardt-Gründelhardt,Baden-Württemberg,Frei
1410,19451101,19970331,140,51.3512,11.0958,"Frankenhausen, Bad/Kyffhäuser",Thüringen,Frei
1411,19451101,20241030,747,50.5309,10.0479,Birx/Rhön,Thüringen,Frei
1412,19750101,20080630,400,50.8969,13.2205,Frankenstein,Sachsen,Frei
1413,19310101,20241030,101,49.5036,8.362,Frankenthal-Studernheim,Rheinland-Pfalz,Frei
1414,19510101,20051231,220,49.8847,10.2957,Frankenwinheim-Weinbergsmühle,Bayern,Frei
1417,19510101,19770531,95,50.0833,8.6,Frankfurt/Main-Goldstein,Hessen,Frei
1418,19310101,20041231,113,50.1519,8.6212,Frankfurt/M-Praunheim,Hessen,Frei
1419,19510101,19951031,95,50.0782,8.5268,Frankfurt/Main-Sindlingen,Hessen,Frei
1420,19490101,20241030,100,50.0259,8.5213,Frankfurt/Main,Hessen,Frei
1421,19611201,19840831,125,50.1474,8.6746,Frankfurt/Main (Stadt),Hessen,Frei
1424,19851101,20241030,121,50.1269,8.6694,Frankfurt/Main-Westend,Hessen,Frei
1425,18700101,19611130,103,50.1214,8.6604,Frankfurt/Main (Feldbergstr.),Hessen,Frei
1426,19510101,20241030,65,52.3397,14.508,Frankfurt/Oder,Brandenburg,Frei
1427,19690101,20031231,103,51.3123,11.9404,Frankleben,Sachsen-Anhalt,Frei
1428,19480101,19571230,230,49.2275,8.0585,Frankweiler,Rheinland-Pfalz,Frei
1429,18970501,20241030,14,54.1867,12.88,Franzburg,Mecklenburg-Vorpommern,Frei
1430,19310101,20051231,605,47.7997,12.2813,Frasdorf,Bayern,Frei
1431,19850101,20020331,663,48.9907,13.3109,Frauenau,Bayern,Frei
1432,19610101,20241030,509,48.0378,12.0499,Frauenneuharting,Bayern,Frei
1433,19690101,19930630,275,50.8833,10.1333,Frauensee,Thüringen,Frei
1435,19460501,20241030,768,50.5921,10.8575,Ilmenau-Frauenwald,Thüringen,Frei
1436,19510101,19970831,315,50.7157,12.3338,Fraureuth,Sachsen,Frei
1437,19310101,19761231,67,50.9,6.8,Frechen-Benzelrath,Nordrhein-Westfalen,Frei
1438,19410101,19701230,403,49.85,11.4333,Freiahorn,Bayern,Frei
1439,19000101,20010531,275,48.1447,7.9194,Freiamt-Keppenbach,Baden-Württemberg,Frei
1440,19710501,20241030,476,48.2018,7.9339,Freiamt-Ottoschwanden,Baden-Württemberg,Frei
1441,19450701,20241030,416,50.9263,13.2711,Freiberg,Sachsen,Frei
1443,18740101,20241030,237,48.0232,7.8343,Freiburg,Baden-Württemberg,Frei
1444,19610101,19831031,268,48,7.8333,Freiburg im Breisgau (Hauptbahnhof),Baden-Württemberg,Frei
1445,19510101,20050131,319,47.9849,7.9058,Freiburg im Breisgau-Ebnet,Baden-Württemberg,Frei
1446,19510101,19851231,255,47.9947,7.8244,Freiburg im Breisgau-Haslach,Baden-Württemberg,Frei
1447,19310101,19850630,255,48.013,7.8588,Freiburg im Breisgau-Herdern,Baden-Württemberg,Frei
1448,19790901,19981231,244,48.0147,7.8208,Freiburg im Breisgau-Mooswald,Baden-Württemberg,Frei
1449,19510101,19930430,285,47.9735,7.8338,Freiburg im Breisgau-Schlierberg,Baden-Württemberg,Frei
1450,19831101,20110930,253,47.981,7.8147,Freiburg im Breisgau-Sankt Georgen,Baden-Württemberg,Frei
1451,19701101,20241030,2,53.8277,9.2493,Freiburg/Elbe,Niedersachsen,Frei
1452,19310101,19821231,1,53.8167,9.2667,Freiburg/Elbe (A),Niedersachsen,Frei
1453,19690101,20061231,171,50.7649,11.5428,Freienorla,Thüringen,Frei
1454,19410101,20041231,427,50.4241,9.4042,Freiensteinau,Hessen,Frei
1456,19690101,20051231,45,52.7797,14.0338,"Freienwalde/Oder, Bad",Brandenburg,Frei
1457,19310101,20171231,128,50.1412,9.137,Freigericht-Altenmittlau,Hessen,Frei
1458,19710101,20241030,492,49.5747,11.8859,Freihung-Großschönbrunn,Bayern,Frei
1459,19510101,20241030,411,47.8454,12.988,Freilassing,Bayern,Frei
1460,19510101,20041231,472,49.5508,7.2539,Freisen/Saar,Saarland,Frei
1461,19610101,20021231,345,49.5258,7.2681,Freisen/Saar-Oberkirchen,Saarland,Frei
1462,19690101,20021231,95,51.5998,11.6996,Freist-Reidewitz,Sachsen-Anhalt,Frei
1463,19510101,20161231,465,48.9745,10.4615,Fremdingen,Bayern,Frei
1464,19780101,20051231,263,49.7922,10.887,Frensdorf-Herrnsdorf,Bayern,Frei
1465,19410101,19701230,323,49.8667,10.7333,Frenshof-Grub,Bayern,Frei
1466,19510101,20241001,482,49.481,11.9786,Freudenberg/Oberpfalz,Bayern,Frei
1467,19480101,20051231,736,48.4607,8.4141,Freudenstadt-Kurgarten,Baden-Württemberg,Frei
1468,19490101,20241030,797,48.4538,8.409,Freudenstadt,Baden-Württemberg,Frei
1469,19410101,20021231,757,48.5418,8.4358,Freudenstadt-Igelsberg,Baden-Württemberg,Frei
1470,18660101,20241030,898,48.472,8.305,Freudenstadt-Kniebis,Baden-Württemberg,Frei
1472,19610101,19801231,288,49.0167,9.0667,Freudental,Baden-Württemberg,Frei
1473,19410101,20241029,414,49.1869,11.308,Freystadt-Michelbach,Bayern,Frei
1474,19710101,20071231,803,48.8393,13.5502,Freyung-Kreuzberg,Bayern,Frei
1475,19410101,19771231,560,48.9167,9.7833,Frickenhofen,Baden-Württemberg,Frei
1476,19310101,20021231,634,48.0202,8.9207,Fridingen,Baden-Württemberg,Frei
1477,19510101,19970430,384,48.0077,12.8228,Fridolfing,Bayern,Frei
1478,19310101,20011231,158,50.3288,8.7482,Friedberg/Hessen,Hessen,Frei
1479,19710101,19840630,3,53.45,7.9333,Friedeburg-Horsten,Niedersachsen,Frei
1480,18931101,20061231,8,53.4818,7.7274,Friedeburg-Wiesedermeer,Niedersachsen,Frei
1481,19710101,19981231,928,47.9216,8.2547,Friedenweiler,Baden-Württemberg,
1482,19690101,20061231,80,51.647,12.3709,Friedersdorf,Sachsen-Anhalt,Frei
1483,19510101,19701230,550,49.7833,12.0333,Friedersreuth,Bayern,Frei
1484,19510101,20041031,400,50.8849,9.8569,Friedewald,Hessen,Frei
1486,19460101,20031231,55,52.1064,14.2623,Friedland/Nieder Lausitz,Brandenburg,Frei
1488,19510101,20071031,523,51.6884,11.0394,Friedrichsbrunn,Sachsen-Anhalt,Frei
1489,19910101,19960331,581,51.6833,11.0833,"Friedrichsbrunn, Viktorshöhe",Sachsen-Anhalt,Frei
1490,19470101,19801130,394,47.6454,9.4795,Friedrichshafen,Baden-Württemberg,Frei
1492,19580101,20031231,852,47.7819,7.7348,Malsburg-Marzell-Friedrichsheim,Baden-Württemberg,Frei
1493,19920701,19951231,793,50.4788,11.0159,Friedrichshöhe,Thüringen,
1494,18901115,20241029,1,53.9709,8.9167,Friedrichskoog,Schleswig-Holstein,Frei
1495,19690101,20241030,52,53.5389,11.7607,Goldenbow,Mecklenburg-Vorpommern,Frei
1496,18910601,20030831,1,54.3833,9.1,Friedrichstadt,Schleswig-Holstein,Frei
1497,19461201,20241030,74,53.0238,13.7088,Friedrichswalde,Brandenburg,Frei
1498,19310101,20241030,215,51.0002,9.3325,Frielendorf-Verna,Hessen,Frei
1500,19870101,20031231,29,52.7405,12.5851,Friesack,Brandenburg,Frei
1501,19120501,20060228,8,53.0216,7.8663,Friesoythe,Niedersachsen,Frei
1502,19510101,20030831,26,52.9266,7.8933,Friesoythe-Augustendorf,Niedersachsen,Frei
1503,19470201,20241030,6,53.0643,7.902,Friesoythe-Altenoythe,Niedersachsen,Frei
1504,20050101,20241030,172,51.119,9.2799,Fritzlar/Eder,Hessen,Frei
1506,19710101,20041231,121,51.4693,7.733,Fröndenberg,Nordrhein-Westfalen,Frei
1507,19910801,20041231,152,51.1454,11.2064,Frohndorf/Scherkonde,Thüringen,Frei
1508,19710101,19811130,445,49.2667,12.4333,"Fronau, Kreis Cham",Bayern,Frei
1509,19310101,19970131,169,50.7027,8.6976,Fronhausen,Hessen,Frei
1510,19810101,20010430,584,47.8667,9.5833,Fronreute-Blitzenreute,Baden-Württemberg,Frei
1511,20011001,20241030,400,48.5587,12.5719,Marklkofen (Betriebsstelle Vilstalsee),Bayern,
1512,19650101,20061231,138,51.2848,12.5242,Fuchshain,Sachsen,Frei
1513,19470101,19621130,653,50.6588,8.1027,Fuchskauten,Rheinland-Pfalz,Frei
1514,19010101,20241030,58,53.1986,13.1513,Fürstenberg/Havel,Brandenburg,Frei
1516,20230115,20241030,679,50.7582,13.8749,Fürstenwalde,Sachsen,
1517,18931101,20241030,40,52.3539,14.0654,Fürstenwalde/Spree,Brandenburg,Frei
1518,19410101,20070630,355,48.4997,13.3184,"Fürstenzell-Höhenstadt,Bad",Bayern,Frei
1519,19510101,20241030,83,51.7566,13.8057,Luckau-Fürstlich Drehna,Brandenburg,Frei
1520,19310101,19761231,285,49.4167,7.2333,Fürth an der Saar,Saarland,Frei
1521,19780101,19781231,285,49.5,10.9833,Fürth-Stadeln,Bayern,Frei
1522,19410101,19701231,313,49.4811,10.964,Fürth/Bayern (A),Bayern,Frei
1523,19830101,20020131,308,49.4861,10.9612,Fürth/Bayern,Bayern,Frei
1524,19510101,20010630,790,47.5774,10.6296,Füssen-Weißensee,Bayern,Frei
1525,19410101,20051231,316,48.3763,13.3673,"Füssing,Bad-Voglöd",Bayern,Frei
1526,18800101,20241030,245,50.5668,9.6532,Fulda-Horas,Hessen,Frei
1527,19710101,20021231,242,50.5738,9.6411,Fulda-Gläserzell,Hessen,Frei
1528,19410101,20241030,393,49.3025,12.834,Furth im Wald,Bayern,Frei
1529,19310101,20031231,870,48.0613,8.198,Furtwangen,Baden-Württemberg,Frei
1530,19591201,20241030,511,50.6686,12.7609,Stollberg-Gablenz,Sachsen,Frei
1531,19510101,20051231,515,48.4621,10.7879,Gablingen-Lützelburg,Bayern,Frei
1532,18880101,20051231,55,53.6865,11.0608,Gadebusch-Ganzow,Mecklenburg-Vorpommern,Frei
1533,19690101,20051231,73,53.1071,12.6198,Gadow,Brandenburg,Frei
1534,19410101,20241030,311,50.0368,10.3855,Gädheim-Greßhausen,Bayern,Frei
1536,19510101,20240101,4,54.2966,13.6904,Gager-Groß Zicker,Mecklenburg-Vorpommern,Frei
1537,19510101,20241030,133,48.8248,8.2916,"Gaggenau-Rotenfels,Bad",Baden-Württemberg,Frei
1538,20061001,20161109,351,49.0182,9.7414,Gaildorf-Hägenau,Baden-Württemberg,Frei
1539,19510101,20051231,384,48.8023,11.3814,Gaimersheim,Bayern,Frei
1540,19410101,20180215,26,52.9872,8.5506,Ganderkesee-Sethe,Niedersachsen,Frei
1541,18870101,20001231,154,51.8667,10.0333,"Gandersheim, Bad",Niedersachsen,Frei
1542,20031101,20241030,437,48.4327,12.5714,Gangkofen (Kläranlage),Bayern,
1543,19510101,20051231,78,53.3996,12.2806,Ganzlin-Twietfort,Mecklenburg-Vorpommern,Frei
1544,19470101,20241030,47,52.5129,11.3942,Gardelegen,Sachsen-Anhalt,Frei
1546,19610101,20241030,1,54.3282,8.7904,Garding,Schleswig-Holstein,Frei
1547,19310101,19871231,1652,47.45,11.0667,Garmisch-Partenkirchen (Kreuzeckhaus),Bayern,Frei
1548,19330601,19880331,1236,47.4667,11.1333,Garmisch-Partenkirchen -Eckbauer,Bayern,Frei
1549,19310101,20021231,860,47.4886,11.1751,Garmisch-Partenkirchen -Kaltenbrunn,Bayern,Frei
1550,19360101,20241030,719,47.483,11.0621,Garmisch-Partenkirchen,Bayern,Frei
1551,19070401,20241030,18,52.9813,8.0868,Garrel-Nikolausdorf,Niedersachsen,Frei
1552,19510101,20051231,13,53.2066,14.3817,Gartz/Oder,Brandenburg,Frei
1554,19690101,20051231,15,54.3201,13.3557,Garz/Rügen,Mecklenburg-Vorpommern,Frei
1555,19510101,19981231,110,51.8231,11.278,Gatersleben,Sachsen-Anhalt,Frei
1556,19690101,20021231,221,51.4001,11.5442,Querfurt-Gatterstädt,Sachsen-Anhalt,Frei
1557,19461001,20011231,670,50.5774,10.2591,Geba,Thüringen,Frei
1558,19510101,20061231,196,51.226,14.6662,Hohendubrau-Gebelzig,Sachsen,Frei
1559,19410101,20070228,402,50.7421,7.8163,Gebhardshain,Rheinland-Pfalz,Frei
1560,19510101,20021231,250,51.4198,10.5987,Gebra-Niedergebra,Thüringen,Frei
1561,19310101,20241030,414,50.4034,9.2076,Gedern-Schönhausen,Hessen,Frei
1562,19410101,20061231,7,53.4354,10.3343,Geesthacht,Schleswig-Holstein,Frei
1563,19360101,20021231,565,50.4369,11.8613,Gefell,Thüringen,Frei
1564,19500514,19971231,350,50.3333,11.1667,Gefell-Rottmar,Thüringen,Frei
1565,19780101,20051231,475,50.0867,11.7225,Gefrees,Bayern,Frei
1566,19580501,20141231,580,50.6832,10.782,Gehlberg Glöckchen im Tal,Thüringen,Frei
1568,19580501,19821231,721,50.6605,10.7565,Gehlberg-Schmücker Graben,Thüringen,Frei
1569,19410101,19930331,102,52.3,9.6,Gehrden-Lemmie,Niedersachsen,Frei
1570,19500430,20101231,495,50.643,11.0029,Gehren,Thüringen,Frei
1571,19760101,20061231,108,51.4948,14.1226,Elsterheide-Geierswalde,Sachsen,Frei
1573,19510101,20241030,281,50.7133,9.9539,Geisa,Thüringen,Frei
1574,19840101,19911231,290,50.7167,9.95,Geisa (A),Thüringen,Frei
1575,19510101,20241030,349,48.8271,12.3907,Geiselhöring,Bayern,Frei
1576,19510101,20021231,356,48.8359,12.4732,Geiselhöring-Pönning,Bayern,Frei
1577,19410101,20241030,351,49.774,10.4677,Geiselwind,Bayern,Frei
1578,19310101,20241030,376,48.6894,11.6353,Geisenfeld-Engelbrechtsmünster,Bayern,Frei
1579,19310101,20051231,467,48.4798,12.2604,Geisenhausen,Bayern,Frei
1580,18840701,20241030,111,49.9859,7.9548,Geisenheim,Hessen,Frei
1581,19070126,20021231,177,50.0033,7.9835,Geisenheim-Johannisberg,Hessen,Frei
1582,19450701,20011231,578,50.7635,13.7874,Geising,Sachsen,Frei
1583,19470101,19701231,823,50.7719,13.7732,Geisingberg,Sachsen,Frei
1584,19710101,20241030,673,47.9242,8.6474,Geisingen,Baden-Württemberg,Frei
1585,19510101,20031231,443,48.6279,9.8495,Geislingen an der Steige,Baden-Württemberg,Frei
1586,19610701,19680430,610,47.8774,12.6279,Traunstein-Geißing,Bayern,Frei
1587,20000901,20241030,536,48.9481,11.4289,Gelbelsee,Bayern,Frei
1588,19780101,20241030,304,49.5734,10.0205,Gelchsheim,Bayern,Frei
1589,19510101,20061231,23,51.5695,6.3687,Geldern-Kapellen,Nordrhein-Westfalen,Frei
1590,19410101,20241030,37,51.4942,6.2463,Geldern-Walbeck,Nordrhein-Westfalen,Frei
1593,19350101,19740430,190,50.2027,9.1989,Gelnhausen,Hessen,Frei
1595,19410101,20241030,91,51.5762,7.0652,Gelsenkirchen-Buer,Nordrhein-Westfalen,Frei
1597,19710101,19871231,34,51.5333,7.05,Gelsenkirchen-Heßler,Nordrhein-Westfalen,Frei
1598,19610101,20241030,328,50.248,7.7456,Oberbachheim,Rheinland-Pfalz,Frei
1599,19410101,20150531,245,50.6827,9.0353,Gemünden/Felda-Burggemünden,Hessen,Frei
