Stations_id, von_datum,bis_datum,Stationshoehe, geoBreite,geoLaenge ,Stationsname, Bundesland, Abgabe
1,19120101,19860630,478,47.8413,8.8493,Aach,Baden-Württemberg,Frei
2,19510101,20061231,138,50.8066,6.0996,Aachen (Kläranlage),Nordrhein-Westfalen,Frei
3,18910101,20110331,202,50.7827,6.0941,Aachen,Nordrhein-Westfalen,Frei
4,19510101,19791031,243,50.7683,6.1207,Aachen-Brand,Nordrhein-Westfalen,Frei
6,19821101,20241030,455,48.8361,10.0598,Aalen-Unterrombach,Baden-Württemberg,Frei
7,19510101,19960131,473,48.814,10.1285,Aalen-Unterkochen,Baden-Württemberg,Frei
8,19310101,19911231,307,50.2546,8.131,Aarbergen-Panrod,Hessen,Frei
9,19920601,20101231,200,50.2655,8.0516,Aarbergen-Rückershausen,Hessen,Frei
10,19610101,20050831,378,48.8857,12.1079,"Abbach,Bad-Dünzling",Bayern,Frei
12,19410101,20061231,61,52.3814,10.186,Abbensen,Niedersachsen,Frei
13,19910101,20061231,300,51.6154,11.2892,Abberode,Sachsen-Anhalt,Frei
14,19510101,19601230,9,53.5333,7.5,Abelitzmoor,Niedersachsen,Frei
15,19510101,20241001,392,49.2346,10.9667,Abenberg,Bayern,Frei
16,19410101,19991231,370,49.2193,10.8845,Abenberg-Wassermungenau,Bayern,Frei
17,19510101,20091031,380,48.8421,11.8194,Abensberg-Sandharlanden,Bayern,Frei
18,19310101,19651230,420,49.65,7.0833,Abentheuerhütte,Rheinland-Pfalz,Frei
19,19510101,20241030,471,48.8795,9.971,Abtsgmünd-Neubronn,Baden-Württemberg,Frei
20,19410101,20241030,432,48.9219,9.9129,Abtsgmünd-Untergröningen,Baden-Württemberg,Frei
21,18921101,20241030,498,47.6104,9.6981,Achberg-Doberatsweiler,Baden-Württemberg,Frei
22,19510101,20241030,138,48.6317,8.0466,Achern-Fautenbach,Baden-Württemberg,Frei
23,18910501,20241030,8,53.0311,9.0232,Achim-Embsen,Niedersachsen,Frei
24,19310101,19681230,582,47.8333,12.7833,Achthal,Bayern,Frei
25,19510101,19751231,474,48.7667,9.6,Adelberg,Baden-Württemberg,Frei
26,19780101,20061231,41,52.5503,10.0544,Adelheidsdorf,Niedersachsen,Frei
27,19310101,19820630,657,47.8167,12.6167,"Adelholzen, Bad",Bayern,Frei
28,19410101,20021231,470,48.954,10.006,Adelmannsfelden,Baden-Württemberg,Frei
29,20060101,20241030,260,49.7175,10.9101,Adelsdorf (Kläranlage),Bayern,
30,19310101,20061031,260,49.4064,9.3914,Adelsheim,Baden-Württemberg,Frei
31,19510101,19901231,25,53.2833,10.4333,Adendorf,Niedersachsen,Frei
32,19310101,19900630,194,52,9.9333,Adenstedt,Niedersachsen,Frei
33,19510101,20021231,93,52.0286,10.9994,Aderstedt,Sachsen-Anhalt,Frei
34,19410101,19601230,220,49.1667,9.45,Adolzfurt,Baden-Württemberg,Frei
35,19510101,20020630,480,50.312,12.2875,Adorf,Sachsen,Frei
36,19310101,20030430,115,52.0308,9.235,Aerzen-Reher,Niedersachsen,Frei
37,19510101,20051231,470,48.4612,10.9795,Affing,Bayern,Frei
38,18910818,20061231,52,52.09,7.0095,Ahaus (Wieselweg),Nordrhein-Westfalen,Frei
39,19510101,20061231,29,53.0585,9.3092,Ahausen,Niedersachsen,Frei
40,19510101,20030630,5,53.6674,14.1823,Ahlbeck,Mecklenburg-Vorpommern,Frei
41,19410101,20241030,26,52.7356,9.5665,Ahlden-Grethem,Niedersachsen,Frei
42,19710101,20091231,70,51.7736,7.8738,Ahlen in Westfalen,Nordrhein-Westfalen,Frei
43,19310101,19761231,3,53.7,8.7833,Ahlen (Falkenberger Moor),Niedersachsen,Frei
44,19710301,20241030,44,52.9336,8.237,Großenkneten,Niedersachsen,Frei
45,19710101,20001231,298,51.374,9.4042,Ahnatal-Weimar,Hessen,Frei
46,20060101,20241030,325,48.945,12.4639,Aholfing,Bayern,
47,19410101,20131130,338,49.4997,9.5439,Ahorn-Eubigheim,Baden-Württemberg,Frei
48,19780101,20051231,410,49.8364,11.4025,Ahorntal-Kirchahorn,Bayern,Frei
50,19410101,19651230,549,51.85,10.4667,Ahrendsberg,Niedersachsen,Frei
51,19410101,19781231,60,54.0167,10.5667,Ahrensbök,Schleswig-Holstein,Frei
52,19730101,20011231,46,53.6623,10.199,Ahrensburg-Wulfsdorf,Schleswig-Holstein,Frei
53,19690101,20241030,60,52.585,13.5634,Ahrensfelde,Brandenburg,Frei
54,19410101,19870331,5,54.5667,9.0667,Ahrenshöft,Schleswig-Holstein,Frei
55,19510101,20241030,508,47.8778,12.024,"Aibling, Bad-Ellmosen",Bayern,Frei
56,19510101,19741231,444,48.45,11.1333,Aichach,Bayern,Frei
57,19780101,20241030,461,48.4799,11.0521,Hollenbach/Bayern-Schönbach,Bayern,Frei
58,19830701,20031231,623,47.8922,10.0796,Aichstetten,Baden-Württemberg,Frei
59,19510101,20051231,405,48.6929,11.7022,Aiglsbach,Bayern,Frei
60,19780101,20010731,460,48.5032,10.4591,Aislingen,Bayern,Frei
61,19750701,19780831,339,48.8443,12.6171,Aiterhofen,Bayern,Frei
62,19510101,20021231,1018,47.8191,7.8569,Aitern-Untermulten,Baden-Württemberg,Frei
63,19510101,20241030,744,47.8173,10.5376,Aitrang,Bayern,Frei
64,18900801,20241001,55,51.8488,12.0491,Aken/Elbe,Sachsen-Anhalt,Frei
65,19410101,20040531,513,48.1094,12.1049,Albaching,Bayern,Frei
66,19310101,20050430,40,54.15,9.2833,Albersdorf,Schleswig-Holstein,Frei
67,19510101,19701230,511,49.6667,12.3,Albersrieth,Bayern,Frei
68,19720101,19971231,128,51.3015,12.5692,Albrechtshain,Sachsen,Frei
69,19410101,20031231,911,48.2413,8.9329,Albstadt-Burgfelden,Baden-Württemberg,Frei
70,19730601,19860930,712,48.2052,9.0371,Albstadt-Ebingen,Baden-Württemberg,Frei
71,19861101,20191231,759,48.2156,8.9784,Albstadt-Badkap,Baden-Württemberg,Frei
72,19781001,19950531,794,48.2766,9.0001,Albstadt-Onstmettingen,Baden-Württemberg,Frei
73,19310101,20241030,374,48.6183,13.062,Aldersbach-Kramersepp,Bayern,Frei
74,19310101,19681230,428,49.05,10.8667,Alesheim,Bayern,Frei
75,19510101,19861231,486,48.8412,9.7267,Alfdorf,Baden-Württemberg,Frei
76,19870101,20031231,493,48.8354,9.6842,Alfdorf-Pfahlbronn,Baden-Württemberg,Frei
77,19310101,20071031,90,51.9916,9.8191,Alfeld/Leine,Niedersachsen,Frei
78,19610101,20241030,64,52.4853,7.9125,Alfhausen,Niedersachsen,Frei
79,19310101,20241028,160,50.6718,7.0155,Alfter-Volmershoven,Nordrhein-Westfalen,Frei
80,19610101,20041231,195,51.0518,9.6617,Alheim-Heinebach,Hessen,Frei
81,19410101,19991231,378,51.059,8.6521,Allendorf/Eder-Osterfeld,Hessen,Frei
82,19510101,19701230,18,53.0333,9.1833,Allerdorf,Niedersachsen,Frei
83,19690101,20021231,135,52.213,11.1414,Alleringersleben,Sachsen-Anhalt,Frei
84,19510101,20051231,385,49.2507,11.243,Allersberg,Bayern,Frei
85,19690101,20000131,458,51.6765,10.9694,Allrode,Sachsen-Anhalt,Frei
86,19690101,20011231,140,51.3998,11.3889,Allstedt,Sachsen-Anhalt,Frei
87,19470101,20241030,158,51.095,11.0479,Alperstedt,Thüringen,Frei
88,19881201,20031231,400,48.3226,8.3944,Alpirsbach,Baden-Württemberg,Frei
89,19510101,19701230,146,49.7167,7.8167,Alsenz,Rheinland-Pfalz,Frei
91,19781101,20241030,304,50.7446,9.345,Alsfeld-Eifa,Hessen,Frei
92,19310101,19951130,395,50.7638,9.4031,Alsfeld-Lingelbach,Hessen,Frei
93,19710101,19991231,269,50.7691,9.2542,Alsfeld-Reibertenrod,Hessen,Frei
94,19690101,20051231,52,53.3096,11.3133,Alt Krenzlin-Krenzliner Hütte,Mecklenburg-Vorpommern,Frei
95,19690101,20031231,62,52.378,14.2317,Alt Madlitz,Brandenburg,Frei
96,19690101,20241030,50,52.9437,12.8518,Neuruppin-Alt Ruppin,Brandenburg,Frei
97,19840101,20051231,50,52.4275,14.442,Alt Zeschdorf,Brandenburg,Frei
98,18870214,19541231,780,51.189,8.4671,Altastenberg,Nordrhein-Westfalen,Frei
99,19690101,20021231,185,52.0728,11.2475,Altbrandsleben,Sachsen-Anhalt,Frei
100,19520701,20051231,85,51.6504,14.0318,Altdöbern,Brandenburg,Frei
101,19310101,20020531,423,49.3864,11.3705,Altdorf,Bayern,Frei
103,19780101,20241030,364,48.896,12.217,Hagelstadt,Bayern,Frei
104,19610101,20061231,196,51.2856,7.6922,Altena in Westfalen,Nordrhein-Westfalen,Frei
105,19410101,20241030,195,50.4844,6.9711,Ahrbrück,Rheinland-Pfalz,Frei
106,19730101,19960229,500,51.7976,10.4429,Altenau,Niedersachsen,
107,19310101,19810331,460,51.8,10.4333,Altenau (A),Niedersachsen,Frei
108,19610101,19950630,635,51.8333,10.5333,Altenau-Bastesiedlung,Niedersachsen,Frei
109,19610101,19951231,800,51.8012,10.5379,Altenau-Torfhaus/Harz,Niedersachsen,Frei
110,19310101,20241030,65,52.0487,7.4877,Altenberge,Nordrhein-Westfalen,Frei
111,19690101,20061231,300,51.7273,10.9362,Altenbrak,Sachsen-Anhalt,Frei
112,19690101,20041231,430,51.739,10.8965,Altenbrak/Rappbode,Sachsen-Anhalt,Frei
113,19690101,20011231,425,51.7365,10.9569,Altenbrak-Todtenrode,Sachsen-Anhalt,Frei
115,19690101,20041231,353,51.7412,10.919,Altenbrak-Wendefurth,Sachsen-Anhalt,Frei
116,18990601,19730531,213,50.9833,12.4333,Altenburg,Thüringen,Frei
117,19510101,20071231,520,50.5605,10.7179,Altendambach,Thüringen,Frei
118,19510101,20241030,388,49.4053,12.2852,Altendorf,Bayern,Frei
119,19510101,20051231,7,54.2756,12.7514,Altenhagen-Starkow,Mecklenburg-Vorpommern,Frei
120,19810101,20051231,50,52.9136,13.7118,Altenhof,Brandenburg,Frei
121,19310101,20241030,218,50.6654,7.5765,Neitersen,Rheinland-Pfalz,Frei
122,19410101,20061231,61,53.1471,10.6195,Altenmedingen-Eddelstorf,Niedersachsen,Frei
123,19780101,19860228,470,49.7667,12.0833,Altenparkstein,Bayern,Frei
124,19690101,20241030,265,51.2388,11.577,"Bibra, Bad-Altenroda",Sachsen-Anhalt,Frei
127,19310101,20021231,594,48.6171,8.6501,Altensteig-Wart,Baden-Württemberg,Frei
128,19510101,20241030,446,49.0844,12.3232,Altenthann-Forstmühle,Bayern,Frei
129,18900501,20241030,30,53.6893,13.242,Altentreptow,Mecklenburg-Vorpommern,Frei
130,19410101,20241030,301,49.7284,9.7692,Altertheim-Oberaltertheim,Bayern,Frei
131,19521101,20241030,296,51.0881,12.9326,Geringswalde-Altgeringswalde,Sachsen,Frei
132,19531211,19870930,750,49.7725,12.3891,Altglashütte,Bayern,Frei
133,19310101,20031231,530,48.7359,8.7493,Althengstett-Ottenbronn,Baden-Württemberg,Frei
134,19791001,19851231,785,49.3333,12.7667,Althütte bei Waldmünchen,Bayern,Frei
135,19780101,19911231,232,50.9333,12.35,Altkirchen,Thüringen,Frei
137,19780101,19890930,825,49.1762,13.1315,Altlohberghütte,Bayern,Frei
138,19510101,19900630,430,48.8821,11.7114,Altmannstein-Laimerstadt,Bayern,Frei
139,19510101,20050930,530,48.9437,11.5694,Altmannstein-Pondorf,Bayern,Frei
140,19710101,20021231,35,52.6861,11.4272,Altmersleben,Sachsen-Anhalt,Frei
141,20230114,20241030,207,50.9932,12.5731,Altmörbitz/Wyhra,Sachsen,
142,19550101,20241030,511,48.406,11.3117,Altomünster-Maisbrunn,Bayern,Frei
143,19510101,20051231,505,48.4012,11.1984,Altomünster-Wollomoos,Bayern,Frei
144,19690101,20031231,6,52.7642,14.1664,Altreetz,Brandenburg,Frei
145,19410101,20241001,643,47.7986,10.2539,Altusried-Krugzell,Bayern,Frei
146,20060107,20241030,730,47.7922,10.0988,Altusried-Muthmannshofen,Bayern,
147,19690101,20011231,9,53.7171,13.8351,Altwigshagen,Mecklenburg-Vorpommern,Frei
148,19510101,19831031,33,53.8,9.9,Alveslohe,Schleswig-Holstein,Frei
149,19810701,20171231,111,50.0888,9.0598,Alzenau,Bayern,Frei
150,19510101,20241030,215,49.7273,8.1164,Alzey,Rheinland-Pfalz,Frei
151,19550301,20241030,382,49.4691,11.8546,Amberg-Unterammersricht,Bayern,Frei
152,19710101,20120111,57,53.1268,10.2184,Amelinghausen,Niedersachsen,Frei
153,19820301,20051231,530,48.0027,12.3132,Amerang-Kammer,Bayern,Frei
154,19940101,20241030,516,48.0197,12.2925,Amerang-Pfaffing,Bayern,Frei
155,19410101,20170930,492,48.7257,10.4915,Amerdingen,Bayern,Frei
156,19080101,20061231,96,51.777,11.5744,Amesdorf-Warmsdorf,Sachsen-Anhalt,Frei
158,19410101,20241030,210,50.784,8.9545,Amöneburg-Rüdigheim,Hessen,Frei
159,19710101,20030731,181,49.6403,9.2295,Amorbach,Bayern,Frei
160,19710101,20241030,682,47.9636,11.1778,Andechs-Erling,Bayern,Frei
161,18970508,20241030,75,50.4237,7.4202,Andernach,Rheinland-Pfalz,Frei
162,19410101,20051231,690,47.8013,12.8984,Anger-Oberhögl,Bayern,Frei
163,19510101,20241030,828,47.803,12.8193,Anger-Stoißberg,Bayern,Frei
164,18990417,20241030,54,53.0316,13.9908,Angermünde,Brandenburg,Frei
165,19690101,20061231,50,52.3611,11.7346,Angern,Sachsen-Anhalt,Frei
166,19690101,19910131,108,51.4667,11.9,Angersdorf,Sachsen-Anhalt,Frei
167,18900501,20241030,11,53.8409,13.6854,Anklam,Mecklenburg-Vorpommern,Frei
168,19510101,19990531,62,52.5461,7.8763,Ankum,Niedersachsen,Frei
169,19470101,20021231,630,50.573,13.0053,Annaberg-Buchholz,Sachsen,Frei
170,19010601,20241030,76,51.7309,13.0546,Annaburg,Sachsen-Anhalt,Frei
172,19510101,19911130,395,52.2486,9.5056,Annaturm,Niedersachsen,Frei
173,19510101,20241030,174,49.2133,7.9799,Annweiler,Rheinland-Pfalz,Frei
174,19840301,19871231,250,49.1886,7.9766,Annweiler-Bindersbach,Rheinland-Pfalz,Frei
175,19510101,19760430,413,49.2964,10.5751,Ansbach,Bayern,Frei
176,19760601,19951130,481,49.2475,10.5826,Ansbach-Claffheim,Bayern,
177,19470501,19571030,418,49.3158,10.5815,Ansbach-Hennenbach,Bayern,Frei
178,19860401,20241030,418,49.2993,10.5354,Ansbach-Schalkhausen,Bayern,Frei
179,19410101,20051130,664,47.8963,10.932,Apfeldorf,Bayern,Frei
180,19510101,20001231,205,51.0306,11.505,Apolda,Thüringen,Frei
182,19510101,20241021,33,52.8682,11.44,Arendsee-Kläden,Sachsen-Anhalt,Frei
183,19510101,20241030,42,54.6791,13.4344,Arkona,Mecklenburg-Vorpommern,Frei
184,19690101,20021231,55,52.6769,12.0077,Arneburg,Sachsen-Anhalt,Frei
185,19460101,19761231,3,54.6289,9.9294,Arnis,Schleswig-Holstein,Frei
186,18800101,19980930,218,51.3773,8.0713,Arnsberg,Nordrhein-Westfalen,Frei
187,19410101,20241030,265,51.4188,7.9126,Arnsberg-Holzen,Nordrhein-Westfalen,Frei
188,19690101,19901231,267,50.85,10.9667,Arnstadt,Thüringen,Frei
189,19410101,20051231,265,50.027,9.9771,Arnstein-Altbessingen,Bayern,Frei
190,19710101,20021231,202,49.9745,9.9332,Arnstein-Marbach,Bayern,Frei
191,19860401,20241030,217,49.9694,9.9114,Arnstein-Müdesheim,Bayern,Frei
192,19410101,20051231,385,48.5565,12.8126,Arnstorf,Bayern,Frei
193,19680101,19971031,232,51.3845,9.082,Arolsen-Neu Berich,Hessen,Frei
194,19310101,20241030,265,51.3431,9.0763,"Arolsen-Landau, Bad",Hessen,Frei
196,19410101,19961231,248,51.4256,9.0236,Arolsen-Schmillinghausen,Hessen,Frei
198,18900801,20241030,164,51.3744,11.292,Artern,Thüringen,Frei
199,18900101,20061231,6,53.3752,10.4795,Artlenburg,Niedersachsen,Frei
200,19510101,20241030,517,50.085,6.3161,Lauperath-Scheidchen,Rheinland-Pfalz,Frei
201,19510101,20241030,255,50.6661,7.4459,Asbach,Rheinland-Pfalz,Frei
202,19410101,20241030,111,49.9771,9.1091,Aschaffenburg,Bayern,Frei
203,19310101,20241030,607,47.786,12.3368,Aschau-Innerkoy,Bayern,Frei
204,19310101,20171130,731,47.7002,12.2731,Aschau-Sachrang,Bayern,Frei
205,19310101,20241030,681,47.7275,12.2982,Aschau-Stein,Bayern,Frei
206,19510101,19751231,3,53.05,7.3333,Aschendorf,Niedersachsen,Frei
207,18970501,20030930,105,51.7498,11.4667,Aschersleben,Sachsen-Anhalt,Frei
208,18941001,20011231,100,51.4887,11.6679,Aseleben,Sachsen-Anhalt,Frei
209,19810901,20031231,318,48.9957,9.3933,Aspach-Allmersbach am Weinberg,Baden-Württemberg,Frei
211,19810901,20241030,200,50.58,8.4685,Aßlar Klein-Altenstädten,Hessen,Frei
213,18980601,20241030,170,51.9375,10.9897,Sargstedt,Sachsen-Anhalt,Frei
214,18910801,20061231,307,51.1212,7.9108,Attendorn,Nordrhein-Westfalen,Frei
215,19460701,20080331,340,51.0998,7.8352,Attendorn (Listertalsperre),Nordrhein-Westfalen,Frei
216,19710101,20241030,298,51.1143,7.8807,Attendorn-Neulisternohl,Nordrhein-Westfalen,Frei
217,19410101,20241030,670,47.8774,11.3643,Attenkam,Bayern,Frei
218,19690101,20230101,83,51.9166,11.602,Staßfurt-Atzendorf,Sachsen-Anhalt,Frei
219,19750101,19901231,77,51.9167,11.5667,Atzendorf (Marbeschacht),Sachsen-Anhalt,Frei
220,19910301,20110430,109,48.9501,8.2324,Au am Rhein,Baden-Württemberg,Frei
221,19850801,19900531,483,48.5515,11.7117,Au i.d.Hallertau-Günzenhausen,Bayern,Frei
222,19450401,20241030,393,50.5908,12.7139,Aue,Sachsen,Frei
223,19310101,20241030,419,49.7007,11.6235,Auerbach/Oberpfalz,Bayern,Frei
224,19310101,19810731,1045,47.7333,10.7333,Auerberg,Bayern,Frei
225,19510101,20061231,150,51.1,11.5833,Auerstedt,Thüringen,Frei
226,19410101,19970228,480,48.306,11.8586,Aufkirchen,Bayern,Frei
227,19410101,20241030,432,49.8823,11.2656,Aufseß-Hochstahl,Bayern,Frei
228,19310101,19990131,486,48.3474,10.9351,Augsburg (Hochablaß),Bayern,Frei
229,19510101,19701231,470,48.4,10.9,Augsburg (Kläranlage),Bayern,Frei
230,19310101,19601230,479,48.3667,10.9167,Augsburg (Schlachthof),Bayern,Frei
231,18790101,20051231,490,48.3723,10.8948,Augsburg (Sankt Stephan),Bayern,Frei
232,19470101,20241030,462,48.4253,10.9417,Augsburg,Bayern,Frei
234,19690101,20021231,190,51.6001,11.5689,Augsdorf,Sachsen-Anhalt,Frei
235,19510101,19960930,163,51.8905,8.7323,Augustdorf,Nordrhein-Westfalen,Frei
236,19510101,19851231,153,49.0048,8.4932,Augustenberg,Baden-Württemberg,Frei
237,19450401,20061231,451,50.8124,13.1033,Augustusburg,Sachsen,Frei
240,19930701,20241030,293,50.1805,9.5743,Aura im Sinngrund,Bayern,Frei
242,19410101,20021231,510,49.2331,10.3635,Aurach-Weinberg,Bayern,Frei
243,19410101,20061231,4,53.4621,7.467,Aurich,Niedersachsen,Frei
244,19610101,20061231,10,53.5392,7.5159,Aurich-Dietrichsfeld,Niedersachsen,Frei
245,19710101,20241030,8,53.4551,7.5756,Aurich-Wiesens,Niedersachsen,Frei
246,19380306,20080812,73,51.7015,12.8909,Axien,Sachsen-Anhalt,Frei
247,19510101,20001231,641,47.9422,11.8103,Aying-Kleinhelfendorf,Bayern,Frei
248,19710101,20061231,67,51.7634,11.8007,Baalberge,Sachsen-Anhalt,Frei
249,19410101,20070131,122,49.9708,8.9862,Babenhausen-Harreshausen,Hessen,Frei
250,19410101,19960630,131,49.9506,8.8898,Babenhausen-Hergershausen,Hessen,Frei
251,19510101,19701231,640,47.9833,9.4333,Bachhaupten,Baden-Württemberg,Frei
252,19510101,20110630,291,48.9546,9.4336,Backnang,Baden-Württemberg,Frei
255,18910701,20061231,30,52.6346,7.9788,Badbergen,Niedersachsen,Frei
256,19510101,20040331,103,52.1039,10.1938,Baddeckenstedt-Wartjensstedt,Niedersachsen,Frei
257,19490101,20241030,240,48.727,8.2457,Baden-Baden-Geroldsau,Baden-Württemberg,Frei
259,19470101,20241030,275,47.8064,7.6387,Müllheim,Baden-Württemberg,Frei
260,19690101,20141031,153,51.9861,10.8934,Badersleben,Sachsen-Anhalt,Frei
262,19310101,20241030,607,49.7983,12.4288,Bärnau-Naab,Bayern,Frei
264,19730101,20051231,114,51.5793,14.1285,Bahnsdorf,Brandenburg,Frei
266,19690101,20001231,87,51.9978,11.5639,Bahrendorf,Sachsen-Anhalt,Frei
267,19880101,20051231,460,48.4158,12.206,Baierbach,Bayern,Frei
268,19540101,19961231,622,48.5293,8.2727,Baiersbronn-Obertal,Baden-Württemberg,Frei
269,19860901,20241030,599,48.5116,8.3176,Baiersbronn-Mitteltal,Baden-Württemberg,Frei
270,19780101,20230717,560,48.5699,8.4058,Baiersbronn-Schönegründ,Baden-Württemberg,Frei
271,19841101,19971231,548,48.5879,8.3185,Baiersbronn-Zwickgabel,Baden-Württemberg,Frei
272,19510101,20051231,285,49.6583,11.0609,Baiersdorf-Hagenau,Bayern,Frei
273,19861201,19900430,467,47.8413,9.6606,Baindt,Baden-Württemberg,Frei
274,19410101,19601230,160,52.2167,9.55,Bakede,Niedersachsen,Frei
275,19510101,20241030,1039,47.465,10.1043,Balderschwang,Bayern,Frei
276,19690101,20001231,110,51.2073,11.7302,Balgstädt,Sachsen-Anhalt,Frei
277,19310101,20241030,573,48.2772,8.883,Balingen-Heselwangen,Baden-Württemberg,Frei
278,19690101,20020731,213,51.7206,11.2478,Ballenstedt,Sachsen-Anhalt,Frei
279,19410101,20241030,457,48.7574,9.4514,Baltmannsweiler-Hohengehren,Baden-Württemberg,Frei
280,19510101,19781231,244,49.8667,10.9333,Bamberg (am Tännig),Bayern,Frei
281,19710101,19781231,253,49.9167,10.9333,Bamberg (Greiff-Werke),Bayern,Frei
282,19490101,20241030,240,49.8743,10.9206,Bamberg,Bayern,Frei
283,19310101,19591230,382,49.8808,10.8695,Bamberg-Altenburg,Bayern,Frei
284,18790101,19581230,282,49.88,10.88,Bamberg (Sternwarte),Bayern,Frei
285,19410101,20031231,131,49.36,8.7829,Bammental,Baden-Württemberg,Frei
287,19520112,20241030,53,51.961,11.9159,Walternienburg-Ronney,Sachsen-Anhalt,Frei
288,19740101,19980831,3,53.8409,13.7549,Bargischow-Gnevezin,Mecklenburg-Vorpommern,Frei
289,19310101,20241030,47,53.7275,10.2514,Bargteheide,Schleswig-Holstein,Frei
290,19690101,20241030,140,52.1175,11.0789,Hötensleben-Barneberg,Sachsen-Anhalt,Frei
291,19111001,20031231,42,53.5968,11.6952,Barnin,Mecklenburg-Vorpommern,Frei
292,19800201,20241030,37,52.6965,8.487,Barnstorf,Niedersachsen,Frei
293,19510101,20060630,114,52.2992,9.4675,Barsinghausen,Niedersachsen,Frei
294,19920201,20241030,110,52.3199,9.43,Barsinghausen-Hohenbostel,Niedersachsen,Frei
295,19310101,20040331,68,52.3461,9.5192,Barsinghausen-Stemmen,Niedersachsen,Frei
296,19510101,20241030,3,53.1665,7.7966,Barßel-Loher Ostmark,Niedersachsen,Frei
297,19740101,20020331,22,54.0809,11.9792,Bartenshagen-Parkentin,Mecklenburg-Vorpommern,Frei
298,19760101,20241030,3,54.3405,12.7108,Barth,Mecklenburg-Vorpommern,Frei
301,19610101,20241030,659,48.7584,9.9855,Bartholomä,Baden-Württemberg,Frei
303,19690101,20241029,55,52.0613,13.4997,Baruth,Brandenburg,Frei
304,19310101,20011231,27,53.4307,8.9545,Basdahl-Volkmarst,Niedersachsen,Frei
306,19310101,19991231,170,50.3574,7.4639,Bassenheim,Rheinland-Pfalz,Frei
308,19310101,20050731,312,50.4113,10.1782,Bastheim-Simonshof,Bayern,Frei
309,19410101,20241030,328,51.0028,8.6693,Battenberg-Berghofen,Hessen,Frei
310,19510101,20241030,590,51.0662,8.5375,Battenberg-Hof Karlsburg,Hessen,Frei
311,19510101,19651230,366,48.7,11.5333,Baumannshof,Bayern,Frei
312,19690101,20241030,50,53.8149,11.8818,Baumgarten,Mecklenburg-Vorpommern,Frei
313,19310101,19960531,468,49.6186,7.3348,Baumholder,Saarland,Frei
314,19360101,20241030,234,51.1604,14.5042,"Kubschütz, Kr. Bautzen",Sachsen,Frei
315,19900501,20021231,435,48.6865,12.2893,Bayerbach-Hölskofen,Bayern,Frei
316,19310101,20241030,310,49.6957,7.8387,Bayerfeld-Steckweiler -Schmalfelderhof,Rheinland-Pfalz,Frei
317,18920901,20060228,710,49.1198,13.1987,Bayerisch Eisenstein,Bayern,Frei
318,19310101,20241030,811,47.6921,10.9954,"Bayersoien, Bad",Bayern,Frei
319,19510101,20241030,753,47.9209,10.5024,Eggenthal-Grub,Bayern,Frei
320,18790101,20241030,350,49.9666,11.5198,Heinersreuth-Vollhof,Bayern,Frei
321,19510101,19951031,789,47.6797,12.0017,Bayrischzell,Bayern,Frei
322,19410101,19990430,255,50.9798,9.8657,Bebra-Iba,Hessen,Frei
323,20040314,20241030,425,49.1626,10.5918,Bechhofen/Voggendorf,Bayern,
324,19510101,20020930,252,49.4125,6.764,Beckingen-Düppenweiler,Saarland,Frei
325,19410101,20241030,127,51.7948,8.0718,Beckum-Vellern,Nordrhein-Westfalen,Frei
326,19310101,20130718,120,51.7204,8.0577,Beckum-Unterberg,Nordrhein-Westfalen,Frei
327,18931101,19961031,27,53.6234,8.8323,Bederkesa,Niedersachsen,Frei
328,19690101,20051231,39,52.2372,12.9775,Beelitz,Brandenburg,Frei
329,19690101,20010228,64,52.4303,14.0443,Beerfelde,Brandenburg,Frei
330,19310101,20241030,455,49.5617,8.9673,Oberzent-Beerfelden,Hessen,Frei
331,19510101,20041231,360,49.5883,8.9254,Beerfelden-Airlenbach,Hessen,Frei
332,19690101,19981231,68,51.7073,11.6966,Beesenlaublingen,Sachsen-Anhalt,Frei
333,19510101,20241030,44,52.1864,14.2361,Beeskow,Brandenburg,Frei
334,19690101,20061231,40,52.708,11.0936,Beetzendorf,Sachsen-Anhalt,Frei
335,19761201,19771031,4,54.3426,10.6018,Behrensdorf,Schleswig-Holstein,Frei
336,18870101,20241030,290,51.0221,10.5148,Hörselberg-Hainich-Behringen,Thüringen,Frei
337,19510101,20050930,370,49.0334,11.4622,Beilngries,Bayern,Frei
338,18980501,20061231,120,51.4787,13.1183,Belgern,Sachsen,Frei
339,19730101,20021231,141,51.2129,12.5623,Belgershain-Rohrbach,Sachsen,Frei
340,19690101,20031231,120,51.6948,11.6399,Belleben-Haus Zeitz,Sachsen-Anhalt,Frei
341,19870401,20040430,235,47.7277,7.552,"Bellingen, Bad",Baden-Württemberg,
342,19940601,20241030,103,52.317,8.1694,Belm,Niedersachsen,Frei
343,19750101,20000630,310,50.5269,10.4956,Belrieth,Thüringen,Frei
344,19690101,20011231,135,52.3419,11.1514,Belsdorf bei Behnsdorf,Sachsen-Anhalt,Frei
345,19690101,20200206,80,52.1433,12.5981,"Belzig, Bad",Brandenburg,Frei
346,19800101,20000630,193,51.3765,11.0092,Bendeleben,Thüringen,Frei
347,19510101,19991231,73,50.4199,7.5656,Bendorf (A),Rheinland-Pfalz,Frei
348,19900101,20110831,127,50.4135,7.5886,Bendorf,Rheinland-Pfalz,Frei
349,18910901,20241030,635,47.7064,11.4137,Benediktbeuern,Bayern,Frei
